index,transcript_id,child_id,pair_id,replicate_id,transcript_path,utterance_count,token_count,perplexity_mean_across_folds,perplexity_median_across_folds,perplexity_std_across_folds,perplexity_min_across_folds,perplexity_max_across_folds
49,pair_sli475_td417_rep10_SLI_bundle,475,pair_sli475_td417,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep10_SLI_bundle.cha,84,429,232.16966650460898,223.42688238306783,29.151767814536875,213.37933524789327,283.49146595526605
50,pair_sli476_td460_rep01_SLI_bundle,476,pair_sli476_td460,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep01_SLI_bundle.cha,66,342,344.2050227777375,339.713216508619,14.7180110322295,332.4843757861159,369.36746291107585
51,pair_sli476_td460_rep02_SLI_bundle,476,pair_sli476_td460,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep02_SLI_bundle.cha,84,415,224.93762119742647,221.09662420934345,14.39880708020916,214.78006099281808,250.25083905824144
52,pair_sli476_td460_rep03_SLI_bundle,476,pair_sli476_td460,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep03_SLI_bundle.cha,60,304,278.2640412070937,276.9874019650201,6.746605639188508,271.5620596028102,286.73164412026625
53,pair_sli476_td460_rep04_SLI_bundle,476,pair_sli476_td460,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep04_SLI_bundle.cha,79,364,316.29678734139134,316.03202897074846,7.735794398642795,306.65000029777934,324.5392861228528
54,pair_sli476_td460_rep05_SLI_bundle,476,pair_sli476_td460,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep05_SLI_bundle.cha,60,317,299.68095919737095,302.55419138649114,13.311222970561682,281.28118686222655,316.70830608489683
55,pair_sli476_td460_rep06_SLI_bundle,476,pair_sli476_td460,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep06_SLI_bundle.cha,82,393,288.7167616114488,290.50726870487586,7.568646122097846,278.7768421416613,297.1890969273681
56,pair_sli476_td460_rep07_SLI_bundle,476,pair_sli476_td460,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep07_SLI_bundle.cha,62,330,282.69887570132323,280.6866267078086,13.188681798321051,268.37605943502217,297.5927941585779
57,pair_sli476_td460_rep08_SLI_bundle,476,pair_sli476_td460,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep08_SLI_bundle.cha,74,371,224.73654077866982,217.7787652332011,17.875390196274154,214.23782427544842,256.33733327649696
58,pair_sli476_td460_rep09_SLI_bundle,476,pair_sli476_td460,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep09_SLI_bundle.cha,74,364,324.1238413016783,321.8419352409886,9.77651883956889,312.9886033688287,338.9356991522154
59,pair_sli476_td460_rep10_SLI_bundle,476,pair_sli476_td460,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep10_SLI_bundle.cha,89,403,274.9085890756211,273.56966785440306,16.364774749486283,256.54298312388056,299.6443411263149
60,pair_sli477_td415_rep01_SLI_bundle,477,pair_sli477_td415,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep01_SLI_bundle.cha,53,305,277.8122517908088,280.4143156314943,11.028848442178216,259.1139383827883,288.53147183903263
61,pair_sli477_td415_rep02_SLI_bundle,477,pair_sli477_td415,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep02_SLI_bundle.cha,77,362,209.969955646856,209.28445709435042,17.844865290625588,191.4159124343347,238.24998963439688
62,pair_sli477_td415_rep03_SLI_bundle,477,pair_sli477_td415,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep03_SLI_bundle.cha,71,333,292.04731175790147,289.62403599455706,19.358530469967015,266.03063857283087,316.93480267743973
63,pair_sli477_td415_rep04_SLI_bundle,477,pair_sli477_td415,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep04_SLI_bundle.cha,65,347,243.18202700284814,245.62031559468056,19.194915775884994,218.8919449693342,269.5266430876539
64,pair_sli477_td415_rep05_SLI_bundle,477,pair_sli477_td415,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep05_SLI_bundle.cha,66,345,266.62831684465857,267.062851968346,11.969512356995553,247.6596772523366,279.7666900876345
65,pair_sli477_td415_rep06_SLI_bundle,477,pair_sli477_td415,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep06_SLI_bundle.cha,85,360,207.43974776589047,204.31327262692722,22.01036730814284,182.79484692549823,243.0597743225847
66,pair_sli477_td415_rep07_SLI_bundle,477,pair_sli477_td415,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep07_SLI_bundle.cha,91,425,219.16038692747634,218.6649735909061,12.727801173625929,203.37118157413482,238.8920201966364
67,pair_sli477_td415_rep08_SLI_bundle,477,pair_sli477_td415,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep08_SLI_bundle.cha,65,333,269.16286819115373,269.39871831064977,21.645757384139905,245.04445093201343,302.99250139429864
68,pair_sli477_td415_rep09_SLI_bundle,477,pair_sli477_td415,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep09_SLI_bundle.cha,69,371,272.84794595457254,275.3729639334384,14.300365195463305,250.4119781713163,285.5166645005005
69,pair_sli477_td415_rep10_SLI_bundle,477,pair_sli477_td415,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli477_td415_rep10_SLI_bundle.cha,74,363,200.3081104669763,195.33600165175,19.820494046606182,181.58582528541055,233.96555719561127
70,pair_sli478_td419_rep01_SLI_bundle,478,pair_sli478_td419,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep01_SLI_bundle.cha,61,359,283.195572306203,277.22109038942455,27.203563319332932,255.08063182460532,327.78493635248725
71,pair_sli478_td419_rep02_SLI_bundle,478,pair_sli478_td419,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep02_SLI_bundle.cha,72,361,383.28136819450765,387.49391081307886,16.65310288075022,359.29592546161,403.25474104528246
72,pair_sli478_td419_rep03_SLI_bundle,478,pair_sli478_td419,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep03_SLI_bundle.cha,78,407,315.97410239191174,314.4568365382642,20.15735994102181,292.1893740281475,348.00920136357547
73,pair_sli478_td419_rep04_SLI_bundle,478,pair_sli478_td419,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep04_SLI_bundle.cha,60,278,396.33044879151646,399.2124264264111,14.692108775091764,372.18874747148175,412.06413009973494
74,pair_sli478_td419_rep05_SLI_bundle,478,pair_sli478_td419,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep05_SLI_bundle.cha,69,395,348.97241986659645,343.40766036655265,21.246645329359495,323.1321027859627,378.76993763575877
75,pair_sli478_td419_rep06_SLI_bundle,478,pair_sli478_td419,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep06_SLI_bundle.cha,62,319,319.7311323647542,324.6812510478404,13.80201533511781,295.2564442040295,328.5877603387126
76,pair_sli478_td419_rep07_SLI_bundle,478,pair_sli478_td419,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep07_SLI_bundle.cha,74,423,315.8859131229141,315.59788267468866,24.445071689660526,284.0514855515479,349.8065142573822
77,pair_sli478_td419_rep08_SLI_bundle,478,pair_sli478_td419,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep08_SLI_bundle.cha,56,244,371.959554478885,375.6928337714562,16.980959104648395,343.8194911581515,389.2637609662484
78,pair_sli478_td419_rep09_SLI_bundle,478,pair_sli478_td419,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep09_SLI_bundle.cha,62,338,335.74824860262436,337.5504559268682,16.199729610332632,310.9795515458614,356.45958107421745
79,pair_sli478_td419_rep10_SLI_bundle,478,pair_sli478_td419,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli478_td419_rep10_SLI_bundle.cha,65,311,449.8466522188522,462.1754554491152,20.887777577864053,421.5739320497666,467.9957423797683
80,pair_sli479_td471_rep01_SLI_bundle,479,pair_sli479_td471,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep01_SLI_bundle.cha,73,410,259.5150699200891,258.59767264152714,17.49869934646675,235.35557832613395,284.5891794331712
81,pair_sli479_td471_rep02_SLI_bundle,479,pair_sli479_td471,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep02_SLI_bundle.cha,53,339,327.8544625062954,326.3530237070468,15.67101344756898,309.62935645954457,352.2054480521786
