source,group,story_id,child_id,bundle_id,pair_id,replicate_id,round_id,stage,source_child_id,transcript_path,token_count,type_token_ratio,n_reference_real_texts,nearest_real_child_id,nearest_real_path,nearest_tfidf_cosine,mean_tfidf_cosine_to_real,nearest_rouge_l_f1,mean_rouge_l_f1_to_real,unigram_perplexity_vs_real,bigram_perplexity_vs_real,nearest_tfidf_minus_real_baseline_median,nearest_rouge_minus_real_baseline_median,bigram_perplexity_over_real_baseline_median,unigram_perplexity_over_real_baseline_median,token_count_over_real_mean,type_token_ratio_over_real_mean
synthetic,SLI,A1,pair_sli427_td406_rep07,pair_sli427_td406_rep07,pair_sli427_td406,7.0,round_02,stage2_sli,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli427_td406_rep07_A1_SLI.cha,32,0.65625,11,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/427_A1.cha,0.38709443786557585,0.1347755838819852,0.3076923076923077,0.12638042496070656,191.8350523115149,112.8437678304363,0.20504903775217898,0.053724053724053755,1.2291479001424712,1.584467064746303,0.7736263736263735,1.1884236776444217
synthetic,SLI,A1,pair_sli427_td406_rep08,pair_sli427_td406_rep08,pair_sli427_td406,8.0,round_02,stage2_sli,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli427_td406_rep08_A1_SLI.cha,33,0.6363636363636364,11,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/427_A1.cha,0.2960277139944795,0.11574882868637383,0.22641509433962265,0.11531029217712482,228.86658193097307,122.77831202238622,0.11398231388108265,-0.027553159628631307,1.3373596726415657,1.8903300357320634,0.7978021978021977,1.152410838927924
synthetic,SLI,A1,pair_sli427_td406_rep09,pair_sli427_td406_rep09,pair_sli427_td406,9.0,round_02,stage2_sli,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli427_td406_rep09_A1_SLI.cha,44,0.5681818181818182,11,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,0.17419365279684978,0.11387262622198592,0.15189873417721517,0.09279999327276948,266.76147180847363,153.5387398116862,-0.007851747316547086,-0.10206951979103879,1.6724168579131153,2.2033239552978445,1.0637362637362637,1.0289382490427894
synthetic,SLI,A1,pair_sli427_td406_rep10,pair_sli427_td406_rep10,pair_sli427_td406,10.0,round_02,stage2_sli,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli427_td406_rep10_A1_SLI.cha,32,0.6875,11,479,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/479_A1.cha,0.2451599711757402,0.13508740599230423,0.23684210526315788,0.14988037537123317,143.9148355443437,113.86850157686698,0.06311457106234333,-0.017126148705096073,1.2403097866768082,1.1886686729081462,0.7736263736263735,1.245015281341775
synthetic,SLI,A1,pair_sli444_td410_rep01,pair_sli444_td410_rep01,pair_sli444_td410,1.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep01_A1_SLI.cha,27,0.5925925925925926,11,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,0.3291914298268858,0.11739535848667079,0.21818181818181817,0.1272315094290623,217.0963646202468,133.01613548075179,0.14714602971348895,-0.03578643578643578,1.4488749069147453,1.7931135914533178,0.6527472527472526,1.0731444849275906
synthetic,SLI,A1,pair_sli444_td410_rep02,pair_sli444_td410_rep02,pair_sli444_td410,2.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep02_A1_SLI.cha,32,0.5625,11,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,0.3170914291707637,0.15241959105991756,0.2535211267605634,0.1698639622267729,142.21941382190283,101.399714933635,0.13504602905736685,-0.00044712720769057857,1.1044938420791186,1.1746652890234286,0.7736263736263735,1.0186488665523614
synthetic,SLI,A1,pair_sli444_td410_rep03,pair_sli444_td410_rep03,pair_sli444_td410,3.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep03_A1_SLI.cha,33,0.3939393939393939,11,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,0.20732641150897568,0.11189785413643559,0.22950819672131145,0.11395854809349905,146.76807304107072,129.90642725008965,0.025281011395578812,-0.0244600572469425,1.4150024883021581,1.2122350690750043,0.7978021978021977,0.7133971860030005
synthetic,SLI,A1,pair_sli444_td410_rep04,pair_sli444_td410_rep04,pair_sli444_td410,4.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep04_A1_SLI.cha,33,0.696969696969697,11,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,0.15639044243042458,0.10178047124156583,0.16393442622950818,0.10329477828319092,311.233102353895,148.59348737943296,-0.025654957682972296,-0.09003382773874577,1.6185508202962904,2.5706386512605084,0.7978021978021977,1.262164252159155
synthetic,SLI,A1,pair_sli444_td410_rep05,pair_sli444_td410_rep05,pair_sli444_td410,5.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep05_A1_SLI.cha,25,0.6,11,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,0.2910305638139717,0.11340257874071394,0.2264150943396226,0.09987041886652222,168.91113167209753,124.3064886442904,0.10898516370057482,-0.027553159628631363,1.3540052980223385,1.3951262909390618,0.6043956043956044,1.0865587909891854
synthetic,SLI,A1,pair_sli444_td410_rep06,pair_sli444_td410_rep06,pair_sli444_td410,6.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep06_A1_SLI.cha,34,0.47058823529411764,11,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,0.28313541458788044,0.130120908147707,0.2580645161290323,0.13333138537304376,199.83613242756255,119.5600095497851,0.10109001447448357,0.004096262160778352,1.3023043939826229,1.6505522132815538,0.8219780219780219,0.8522029733248513
synthetic,SLI,A1,pair_sli444_td410_rep07,pair_sli444_td410_rep07,pair_sli444_td410,7.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep07_A1_SLI.cha,38,0.5263157894736842,11,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,0.21335482286574964,0.09372676290937515,0.17073170731707316,0.10423127298213052,242.8862058557201,147.72814011642475,0.03130942275235277,-0.0832365466511808,1.6091250470199245,2.006125517846661,0.9186813186813186,0.9531217464817415
synthetic,SLI,A1,pair_sli444_td410_rep08,pair_sli444_td410_rep08,pair_sli444_td410,8.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep08_A1_SLI.cha,42,0.5476190476190477,11,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,0.20873088043955412,0.12747624434272267,0.22857142857142854,0.14655869313263112,136.78905586143225,119.11996340865362,0.02668548032615725,-0.025396825396825418,1.297511202468934,1.129813093168333,1.0153846153846153,0.9917004838393361
synthetic,SLI,A1,pair_sli444_td410_rep09,pair_sli444_td410_rep09,pair_sli444_td410,9.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep09_A1_SLI.cha,39,0.5384615384615384,11,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,0.2568432183388549,0.1509064128820988,0.23880597014925373,0.15907145249227198,170.12635281481798,121.70159671069567,0.074797818225458,-0.015162283819000227,1.3256315782163217,1.405163444492716,0.9428571428571428,0.9751168637082434
synthetic,SLI,A1,pair_sli444_td410_rep10,pair_sli444_td410_rep10,pair_sli444_td410,10.0,round_01,stage2_sli,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli444_td410_rep10_A1_SLI.cha,33,0.696969696969697,11,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,0.26510738789357374,0.16080096807928052,0.23376623376623376,0.15650505668501852,153.45730066194378,111.81075924409595,0.08306198778017687,-0.020202020202020193,1.217895880122745,1.267484934655636,0.7978021978021977,1.262164252159155
synthetic,SLI,A1,pair_sli474_td459_rep01,pair_sli474_td459_rep01,pair_sli474_td459,1.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep01_A1_SLI.cha,53,0.5660377358490566,11,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,0.24118862248353506,0.14234695668544173,0.26804123711340205,0.17390730344501704,141.30084575148408,113.32889612461877,0.05914322237013819,0.014072983145148099,1.2344321478732816,1.1670783499485893,1.2813186813186812,1.0250554631973448
synthetic,SLI,A1,pair_sli474_td459_rep02,pair_sli474_td459_rep02,pair_sli474_td459,2.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep02_A1_SLI.cha,44,0.6590909090909091,11,479,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/479_A1.cha,0.2360168272049804,0.1550845558264806,0.25,0.16821397839329133,121.44084989026717,99.98206136787212,0.053971427091583535,-0.003968253968253954,1.0890520863048405,1.0030441498953218,1.0637362637362637,1.1935683688896355
synthetic,SLI,A1,pair_sli474_td459_rep03,pair_sli474_td459_rep03,pair_sli474_td459,3.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep03_A1_SLI.cha,72,0.5694444444444444,11,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.21297245929869124,0.14635478347602898,0.21621621621621623,0.1284001132443699,168.22337549429193,132.17446937611842,0.03092705918529437,-0.037752037752037726,1.4397070800597813,1.3894457492488017,1.7406593406593405,1.0312247784851065
synthetic,SLI,A1,pair_sli474_td459_rep04,pair_sli474_td459_rep04,pair_sli474_td459,4.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep04_A1_SLI.cha,57,0.6842105263157895,11,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,0.27650401424315013,0.15955477441030383,0.25,0.1678175119280014,160.28671556050455,111.99555525117654,0.09445861412975326,-0.003968253968253954,1.219908765977453,1.323892681039156,1.378021978021978,1.2390582704262643
synthetic,SLI,A1,pair_sli474_td459_rep05,pair_sli474_td459_rep05,pair_sli474_td459,5.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep05_A1_SLI.cha,44,0.6363636363636364,11,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,0.2500822669358482,0.1483297408062783,0.25000000000000006,0.1642807523792413,134.05364972808962,102.49696287221514,0.0680368668224513,-0.003968253968253899,1.116445587625829,1.1072199284950266,1.0637362637362637,1.152410838927924
synthetic,SLI,A1,pair_sli474_td459_rep06,pair_sli474_td459_rep06,pair_sli474_td459,6.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep06_A1_SLI.cha,53,0.6226415094339622,11,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.2370689447549437,0.16001862313488038,0.24742268041237112,0.1640151267273744,133.4276373163815,116.86622721321166,0.05502354464154682,-0.006545573555882839,1.2729624377000621,1.102049361195036,1.2813186813186812,1.1275610095170792
synthetic,SLI,A1,pair_sli474_td459_rep07,pair_sli474_td459_rep07,pair_sli474_td459,7.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep07_A1_SLI.cha,60,0.6,11,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,0.28958732769979023,0.14950639254167444,0.2181818181818182,0.15102103165955266,160.95520735020818,111.76837088937508,0.10754192758639336,-0.035786435786435755,1.2174341660361157,1.3294141079685722,1.4505494505494505,1.0865587909891854
synthetic,SLI,A1,pair_sli474_td459_rep08,pair_sli474_td459_rep08,pair_sli474_td459,8.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep08_A1_SLI.cha,50,0.48,11,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,0.23562821825803365,0.14714985941856817,0.20512820512820512,0.1637304088909117,111.96937850800471,117.40578135051175,0.05358281814463678,-0.04884004884004883,1.2788395175568081,0.9248142629218387,1.2087912087912087,0.8692470327913483
synthetic,SLI,A1,pair_sli474_td459_rep09,pair_sli474_td459_rep09,pair_sli474_td459,9.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep09_A1_SLI.cha,58,0.5,11,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,0.258074183216118,0.15731555211516746,0.29629629629629634,0.16402748740609396,98.56331774659135,100.78121832224772,0.07602878310272115,0.04232804232804238,1.0977568833108307,0.8140865231865901,1.402197802197802,0.9054656591576545
synthetic,SLI,A1,pair_sli474_td459_rep10,pair_sli474_td459_rep10,pair_sli474_td459,10.0,round_02,stage2_sli,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/stage2_sli_reannotated/pair_sli474_td459_rep10_A1_SLI.cha,48,0.5833333333333334,11,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.26402948469750526,0.15321777463344372,0.24489795918367346,0.14798182398639986,111.13587379521445,126.6872662433611,0.08198408458410839,-0.00907029478458049,1.3799378580818467,0.9179299070660464,1.1604395604395603,1.056376602350597
