condition,sample_id,temperature,output_story
Few-Shot (4 Examples),11,0.7,"He he. Is put frog. Frog go in jar. He he. They he he happy. So they go to bed. Night. Night. Frog wake up. Frog go for walk. Frog go.

Boy wake up. He he. Frog not here. He he. Frog gone. He he. Boy look shoes. Boy look everywhere. Dog look back in jar. Dog get stuck. Jar. Stuck. 

They he open window. 'Frog where are you?' Frog not here. Dog fall out. Dog break jar. Dog lick boy. Boy no happy.

They he go forest. Look for frog. Dog see bumblebees. Dog play. Dog try catch. Boy look down. Hole. 

Boy say 'Frog where are you?' Prairie dog smack nose. Dog howl. Bumblebees go chase dog. 

Boy climb rock. 'Frog where are you?' Boy on deer's head. Deer run. Dog come. Deer stop cliff. Boy dog down. Splash. 

Boy say 'Shh'. Dog be quiet. Look on other side. See mommy frog. See daddy frog. See frog family. They he take frog. Say goodbye. Go home. Happy. The end."
Few-Shot (4 Examples),12,0.7,"Uh-uh... boy and dog. They got uh... frog. Put in jar. Jar. They happy. Happy. So they go to bed. Bed. Night, they sleep. Sleep. Frog, he get out. Get out. Go for walk. Walk.

Next morning, uh... gone. Gone. They look everywhere. Everywhere. In shoes. In jar. Uh... dog, his head stuck. Stuck. In jar. Window. Yell. Yell. 'Frog, where are you?' You? Uh... dog. Falling. Falling. Window. Broken. Broken jar.

Go in forest. Forest. Look. Look. Frog. Frog. Dog, bumblebees. Bumblebees. Boy, hole. Hole. Frog. No frog. Prairie dog, smacked. Smacked. Nose. Dog, howling. Bumblebees, chase. Chase.

Rock. Rock. Boy, branch. Branch. Antler. Deer. Deer, run. Run. Down. Down. Water. Splash. Splash.

Shh, shh. Dog. Log. Log. Other side. Side. Mommy frog. Daddy frog. Frogs. Frogs. Friend. Friend. Go home. Happy. Happy."
Few-Shot (4 Examples),13,0.7,"Boy and dog, put frog in a jar. They (i)s very happy. So they... uh go to bed. That night, uh, frog... he... he want to go for a little walk. Frog... he... he go away. They wake up. Frog... he... he gone. They (i)s like... what happen.

Boy look in his shoes. Boy look everywhere. Dog look in the jar. His head... uh, stuck. They... uh, open the window. 'Frog, where you?' Little dog... uh, fall out the window. Jar... uh, break off his head. Lick the boy. Boy... uh, not happy.

They go to the forest. Look for frog. Dog... uh, play with bumblebees. Little boy... uh, look down. Prairie dog... uh, smack him in the nose. Dog howl. Owl... uh, knock the boy down. Bumblebees... uh, chase the dog.

Boy... uh, climb on a rock. Say 'Frog, where you?' He (i)s holding a branch. But it's a deer. Deer... uh, run. Boy... uh, stuck on his head. Deer... uh, stop at the cliff. Down go the boy and the dog. Splash.

Boy say 'Shh' to the dog. 'Let's look on the other side of the log.' They see... uh, mommy and daddy frog. And... uh, a whole family of frogs. They take their little friend frog. Say goodbye. Go home. Everyone... uh, happy. The end."
Few-Shot (4 Examples),14,0.7,"Um, the little boy and dog is put frog in jar. They is very happy. So they decide go to bed. That night, frog is wake up and he is go for little walk.

Next morning, little boy and dog wake up, frog is gone. He go away. They can't believe. Little boy look in shoes, look everywhere. Dog look back in jar, but his head get stuck in jar.

So they decide open up window and yell for frog. 'Frog where you?' Little dog is losing balance and he fall out window. Dog break jar off head and lick boy. Boy not seem very happy jar is break.

So they decide go out into forest and look for frog. Dog is interested in some bumblebees. Little boy look down in hole. Little dog is playing with bumblebees, trying to catch them.

Boy lean in and say 'Frog where you?' Prairie dog come out and smack him in nose. Dog is howling at bumblebees. Owl jump out of tree and knock little boy down. Bumblebees go on chase after dog.

Boy climb up on big rock and say 'Frog where you?' He is holding onto branch. But it is actually antler of big deer! Boy get stuck on deer's head. Deer decide run to get him off head. Dog is coming with him because he is worried.

Deer stop at edge of cliff and down go little boy and dog. Right into water. Splash.

Boy hear something. He say 'Shh' to dog. 'Let's look on other side of this log.' And what they see? Mommy and daddy frog and whole family of frogs. They take little friend frog, say goodbye to family, and go home. Everyone is happy. The end."
Few-Shot (4 Examples),15,0.7,"Um he's little boy and dog put frog in jar. They are very happy. So they go bed. At night frog, he's frog go for walk. He's little boy and dog wake up. Frog is gone. They look every where. Dog look in jar. He's get stuck.

They say 'Frog, where you?' Frog not here. They open window. Yell for frog. 'Frog, where you?' Dog fall out. Jar break. Dog lick boy. Boy not happy.

They go forest. Look for frog. Dog see bumblebees. He want bumblebees. Boy see hole. Little dog play. Prairie dog smack boy. Boy say 'Ow.'

Dog howl. Bumblebees chase dog. Boy say 'Frog, where you?' He's on big rock. He's holding branch. But it's deer's antler. Boy get stuck. Deer run. Dog come with. They go down cliff. Splash! Boy and dog in water.

Boy say 'Shh.' 'Look other side log.' They see mommy frog. Daddy frog. Frog family. They take frog. Say goodbye. Go home. Everyone happy. The end."
Few-Shot (4 Examples),16,0.7,"Um, little boy and dog, put frog in jar. They are happy. They go to bed. Then frog, he go out. He go for walk. He go away. They wake up, frog is gone. They look everywhere. Little boy look in shoes. Dog look in jar. His head get stuck. He can't get out.

They yell for frog. 'Frog, where you?' Frog no come. Dog fall out window. Jar break. Dog lick boy. Boy no happy. Jar broke.

They go to forest. Look for frog. Dog see bumblebees. Dog want bumblebees. Boy look down hole. Prairie dog smack him. Dog howl at bumblebees. Bumblebees chase dog.

Boy climb on rock. Say 'Frog, where you?' But it's deer. Deer have antlers. Boy get stuck. Deer run. Boy and dog come. Deer stop at cliff. Down go boy and dog. Splash! In water.

Boy say 'Shh'. 'Look on log.' They see mommy frog. Daddy frog. Frog family. They take little frog. Say goodbye. Go home. Everyone happy."
Few-Shot (4 Examples),17,0.7,"The little boy and dog he's got the frog. They put it in a jar. They (i)s very happy. They (i)s go bed. That n-night they (i)s sleep. Frog go out, go for a walk. He (i)s go away. They wake up, frog (i)s gone. They look. He look in his shoe. Dog look in jar. Jar break. He (i)s stuck.

They open window. They yell for frog. Frog, where you? Dog fall out. Jar break. Boy no (i)s happy. Jar break. They go to forest. Look for frog. Dog see bumblebees. Dog play with bumblebees. Boy look down. Prairie dog hit him. Dog howl. Owl knock boy down. Bumblebees chase dog.

Boy go on rock. Say 'Frog, where you?' He (i)s on deer. Deer (i)s run. Boy get off deer. Dog (i)s worried. Deer stop at cliff. Boy dog fall. Splash. Boy say 'Shh'. Dog be quiet. Look on log. See mommy frog, daddy frog. See whole family. Take little frog. Say goodbye. Go home. Happy."
Few-Shot (4 Examples),18,0.7,"Uh, the little boy and the dog he (i)s put frog in jar. They (i)s very happy. So they (i)s decide go to bed. That nigh, while they (i)s sleeping, the frog he (i)s decide go for a little walk.

When the little boy and the dog wake up the next mornin, the frog is gone. He (i)s go away. They (i)s can't believe what happen. The little boy look in his shoes, he (i)s look every where. The dog look back in the jar to see where the frog go, but his head get stuck in the jar.

So they (i)s decide open up the window and started yellin for the frog. 'Frog, where are you?' The little dog seem to be losin his balance and he (i)s fall out the window. The dog break the jar off his head and lick the boy. The boy didn't seem very happy that the jar is break.

So they (i)s decide go out into the forest and look for the frog. The dog is interestin some bumblebees that is comin from a beehive. The little boy look down in a hole. The little dog is playin with the bumblebees and try to catch them.

The boy lean in and say 'Frog, where are you?' A prairie dog come out and smack him in the nose. The dog is howlin at the bumblebees hangin from their beehive. An owl jump out of the tree and knock the little boy down. The bumblebees go on a chase after the dog.

The boy climb up on a big rock and say 'Frog, where are you?' He (i)s holdin onto a branch. But it is actually the antler of a big deer! The boy get stuck on the deer's head. The deer decide to run to get him off his head. The dog is comin with him because he (i)s worried. The deer stop at the edge of a cliff and down go the little boy and the dog. Right into the water. Splash.

The boy hear somethin. He (i)s say 'Shh' to the dog. 'Let's look on the other side of this log.' And what did they see? A mommy and daddy frog and a whole family of frogs. They (i)s take their little friend frog, say goodbye to the family, and go home. Everyone is happy. The end."
Few-Shot (4 Examples),19,0.7,"Um, little boy and dog, uh... frog in a jar. They (i)s very happy. They go to bed. That night, frog go out walk. They wake up, frog gone. He (i)s gone. They (i)s look everywhere. He (i)s look in shoes, look everywhere. Dog look in jar, but his head... stuck in jar.

They open window, yell for frog. 'Frog, where you?' Dog fall out window. Dog break jar off his head, lick boy. Boy no happy jar broken. They go forest look for frog. Dog see bumblebees, play with bumblebees. Boy look down hole. Prairie dog smack boy in nose. Dog howl bumblebees. Owl knock boy down. Bumblebees chase dog.

Boy climb on rock, say 'Frog, where you?' He (i)s holding branch, but it's deer antler. Boy get stuck on deer's head. Deer run, dog come with. Deer stop at cliff, boy and dog fall in water. Splash.

Boy say 'Shh' to dog. 'Let's look on other side log.' They see mommy, daddy frog, whole frog family. They take little frog, say goodbye, go home. Everyone happy."
Few-Shot (4 Examples),20,0.7,"He (i)s a boy. He (i)s dog. Put... put frog. Frog (i)s in... in jar. Jar. They (i)s happy. He (i)s go (to) bed. He (i)s sleeping. Frog (i)s get out. Frog (i)s go (for) a little walk.

Boy wake up. Dog wake up. Frog (i)s gone. He (i)s (to) see. Boy look in shoes. Boy look everywhere. Dog look in... in jar. Dog (i)s stuck. (Oh) no. He (i)s stuck.

Open window. Yell for frog. 'Frog where (you) are?' Dog fall out. (Oh) no. Jar... jar (on) his head. (He) lick the boy. Boy (i)s not happy.

Go (to) forest. Look for frog. Dog see... see bumblebees. Bumblebees (i)s coming. Boy look down. Boy (i)s (in) hole. Dog (i)s (play) with bumblebees.

'Frog where (you) are?' Prairie dog (i)s (smack) him. (Oh) no. Dog howl at bumblebees. Bumblebees (i)s (chase) the dog.

Boy climb (up) rock. 'Frog where (you) are?' (Oh) no. Antler... antler (of) deer. Boy (i)s stuck. Deer (i)s run. Dog (i)s (come) with him. Deer (i)s (stop) at cliff. (Oh) no. Down they go. Splash.

Boy (i)s (say) 'Shh'. 'Look (on) other side.' See... see mommy and daddy frog. See... see little friend. (Oh) no. Say goodbye. Go home. Everyone (i)s happy. The end."
Few-Shot (4 Examples),21,0.7,"Uh, little boy and dog. They (i)s put frog. Frog go in jar. They (i)s happy. So they go to bed. Tonight. When they sleep. Frog go (i)s... walk. 

And (i)s wake up. Next day. Frog no there. He (i)s go. They (i)s can't believe. Look in shoes. Look everywhere. Dog look back in jar. Uh, his head (i)s stuck. 

So they decide. Open window. Yell. Frog, where you? Frog no there. Dog (i)s... falling. Break jar. Lick boy. Boy no happy. Jar (i)s break.

So they go forest. Look for frog. Dog see bumblebees. Bumblebees come from... uh, beehive. Boy look in hole. Dog (i)s playing. Trying to catch. 

Boy say 'Frog, where you?' Prairie dog (i)s... smack him. Dog (i)s howling. Bumblebees (i)s... chasing him. Owl (i)s jump out. Knock boy down. Bumblebees (i)s... chasing dog.

Boy climb up rock. Say 'Frog, where you?' Holding branch. But (i)s actually... deer's head. Boy (i)s stuck. Deer (i)s... run. Dog (i)s coming. Worried. Deer stop. Cliff. Down go boy and dog. In water. Splash.

Boy (i)s... quiet. Say 'Shh' to dog. Look on log. And what (i)s there? Mommy and daddy frog. Whole family. They (i)s take frog. Say goodbye. Go home. Everyone happy."
Few-Shot (4 Examples),22,0.7,"Um, the little boy and the dog. They put their frog in. In the jar. The jar. They was happy. They go to bed. That night. He's going to get out. Go for a walk. Wake up, frog gone. He went. They look. Everywhere. He's in the jar. The dog get stuck. Stuck. They yell. Frog, where are you? Frog, where you? 

Frog dog, he fell. Out the window. Break the jar. The boy not happy. They go to the forest. Look for frog. The dog like the bees. He was playing. Catch the bees. The boy, 'Frog where you?' Prairie dog, smacked him. Dog howling. Bumblebees chasing. The boy on the rock. Holding on. Branch, it's the deer. Deer run. The boy, the dog. Down the cliff. Splash. In the water.

The boy say, 'Shh.' Let's look. On the other side. Of the log. See. Mommy frog. Daddy frog. Little frogs. They go. Home. Everyone happy. The end."
Few-Shot (4 Examples),23,0.7,"Uhhuh. Is little boy. Little boy is. He (i)s got dog. Dog is. He (i)s got frog. Frog is. Put frog in jar. They is happy. So they is go. Go to bed. That night. Um, frog get out. Frog go for little walk.

Next mornin. Next mornin. Little boy wake up. Dog wake up. Frog is gone. He is. They is look. Look in shoes. Look everywhere. Dog look back in jar. He (i)s head get stuck.

So they is open window. Yell for frog. Frog, where you? Frog no here. Little dog fall out window. Dog break jar. Lick boy. Boy no happy.

So they is go forest. Look for frog. Dog like bumblebees. Bumblebees is in beehive. Little boy look down hole. Little dog is... playing with bumblebees. Trying to catch.

Boy say 'Frog, where you?' Prairie dog come out. Smack boy in nose. Dog howl at bumblebees. Bumblebees is hanging. Owl come out. Knock boy down. Bumblebees chase dog.

Boy climb on rock. Say 'Frog, where you?' Holding branch. But it is... deer. Deer is big. Deer got antler. Boy get stuck. Deer run. Dog come. Dog is worried.

Deer stop at cliff. Down go boy and dog. Splash. In water. Boy say 'Shh'. Look on other side log. See mommy frog. Daddy frog. Little frog. Family of frog. They is happy. Take little frog. Say goodbye. Go home. The end."
Few-Shot (4 Examples),24,0.7,"He's got a frog. Froggy frog. In a jar. They are happy. Happy. Go to bed. Bed. They sleep. Sleep. 

And froggy go, go for a walk. Walk. He go away. Away. They wake up. Wake up. Froggy not there. Not. He gone. Gone.

He look in shoe. Shoe. He look everywhere. Everywhere. Doggy look in jar. Jar. Head stuck. Stuck. 

They yell. Yell. Froggy where you? Where? Doggy fall out. Out. Break jar. Jar. Boy not happy. Not. 

Go to forest. Forest. Look for froggy. Froggy. Doggy like bees. Bees. Little boy look in hole. Hole. Doggy play with bees. Bees. 

Boy say 'Froggy where?' Where? Prairie dog say 'Ow!' Ow! Doggy howl. Howl. Owls come out. Out. Hit boy. Hit. Bees chase dog. Chase.

Boy on rock. Rock. Say 'Froggy where?' Where? Antler. Antler. Deer. Deer. Boy stuck. Stuck. Deer run. Run. Cliff. Cliff. Down they go. Go. Water. Splash.

Shh. Shh. Look on log. Log. See mommy frog. Mommy. Daddy frog. Daddy. Baby frog. Baby. They go home. Home. Happy. Happy. The end."
Few-Shot (4 Examples),25,0.7,"Uh, little boy and dog... they (i)s have frog. Frog in a jar. They (i)s happy. So they (i)s go to bed. That night uh... frog go out. Go for a little walk. 

Next morning... frog gone. He (i)s gone. They (i)s look everywhere. Little boy look in his shoes. Dog look back in the jar. His head (i)s stuck. 

They (i)s open window. Yell for frog. 'Frog where are you?' Dog falling out window. Jar on dog's head. Breaks. Licks boy. Boy (i)s not happy. 

They (i)s go to forest. Look for frog. Dog see bumblebees. Play with bumblebees. Little boy look down in a hole. Prairie dog smack him in the nose. 

Dog howling. Bumblebees go chase him. Boy say 'Frog where are you?' Prairie dog hit him. Owl jump out. Knock boy down. Bumblebees chase dog.

Boy climb on a big rock. Say 'Frog where are you?' Branch... antler of a deer. Boy get stuck. Deer run. Boy and dog go down. Down... into water. Splash.

Boy say 'Shh' to dog. 'Let's look on the other side.' See mommy frog. Daddy frog. Frog family. They (i)s take frog home. Say goodbye. Everyone happy. The end."
Few-Shot (4 Examples),26,0.7,"Uh, a little boy he (i)s have dog. He (i)s have frog. Frog go in the jar. He (i)s in the jar. They (i)s happy. Go to bed. Tonight, frog go out. Go for a walk. 

He (i)s gone. Where he (i)s? He (i)s gone. Little boy look in the shoe. Everywhere. Dog look in the jar. Jar, uh... stuck on his head. 

They (i)s yell. 'Frog, where you (i)s?' Little dog (i)s fall. Fall out the window. Break jar. Boy, not happy. 

Go in the forest. Look for frog. Dog see bumblebees. Bumblebees, (i)s go... beehive. Boy look in the hole. Dog, bumblebees. 

Boy say 'Frog, where you (i)s?' Prairie dog, (i)s... sma... smack him in the nose. Dog, howling. Bumblebees, (i)s go... chase dog. 

Boy, (i)s on the rock. Say 'Frog, where you (i)s?' Branch, (i)s... deer antler. Boy, (i)s stuck. Deer, (i)s run. Boy, (i)s fall. Down in the water. Splash.

Boy, (i)s quiet. Say 'Shh' to dog. Look on the other side. What (i)s there? Mommy frog, daddy frog. Family frog. Take frog. Go home. Everyone, (i)s happy."
Few-Shot (4 Examples),27,0.7,"Uh, little boy and dog, put frog in jar. They happy. Then they go sleep. Frog, he go out, go walk. When boy wake up, frog gone. He (i)s gone. Boy look in shoes, everywhere. Dog look in jar. Jar too small, dog head stuck. 

Boy and dog, they yell. 'Frog, where you?' Dog, he fall out window. Jar, it break. Boy, he (i)s mad. Jar break. They go find frog. Dog see bees. Bees come out, um... beehive. Boy look down, hole. Dog, he (i)s playing with bees. Trying catch. 

Boy say 'Frog, where you?' Prairie dog, it (i)s mad. It smack boy in nose. Dog, he (i)s howling. Bees, they go after dog. Dog, he (i)s running. 

Boy, he (i)s on rock. Say 'Frog, where you?' He (i)s holding branch. But it's deer. Deer, it's big. Boy, he (i)s stuck. Deer, it's run. Run down hill. Boy and dog, they (i)s going down. Down, splash. Water. 

Boy, he (i)s quiet. Say 'Shh'. Dog, he (i)s quiet. Look on other side log. See mommy frog. Daddy frog. Little frog. They (i)s happy. They (i)s go home. Everyone happy. The end."
Few-Shot (4 Examples),28,0.7,"The little boy and the dog they is (i)s put frog in a jar. They was (i)s very happy. So they is (i)s go to bed. That night, while they is (i)s sleeping, frog say (i)s ""I go for a little walk.""

When the little boy and the dog wake up the next morning, frog is (i)s gone. He went away. They c(could)n't believe what happened. The little boy look in his shoes; he look everywhere. The dog look back in the jar to see where frog go, but his head got stuck in the jar.

So they is (i)s decide to open up the window and started yelling for frog. 'Frog, where you (i)s?' The little dog seem to be losing his balance and he fell out the window. The dog break the jar off his head and lick the boy. The boy didn't seem very happy that the jar is (i)s break.

So they is (i)s decide to go out into the forest and look for frog. The dog was (i)s interested in some bumblebees that was (i)s coming from a beehive. The little boy look down in a hole. The little dog was playing with the bumblebees and trying to catch them.

The boy lean in and say (i)s 'Frog where you (i)s?' A prairie dog come out and smack him in the nose. The dog was (i)s howling at the bumblebees hanging from their beehive. An owl jump out of the tree and knock the little boy down. The bumblebees go on a chase after the dog.

The boy climb up on a big rock and say (i)s 'Frog, where you (i)s?' He was (i)s holding onto a branch. But it was (i)s actually the antler of a big deer! The boy get stuck on the deer's head. The deer decide to run to get him off his head. The dog was (i)s coming with him because he was (i)s worried. The deer stop at the edge of a cliff and down went the little boy and the dog. Right into the water. Splash.

The boy hear something. He say (i)s 'Shh' to the dog. 'Let's look on the other side of this log.' And what did they see? A mommy and daddy frog and a whole family of frogs. They take their little friend frog, say goodbye to the family, and go home. Everyone was (i)s happy. The end."
